TYPE,COUNT,CATEGORY
CONJUGATIVE TRANSPOSON,2,OTHER
PUBLIC HEALTH CONSEQUENCE,2,OTHER
ANTIBIOTIC USE PATTERN,2,OTHER
AGRICULTURAL LAND METRIC,2,OTHER
PHOSPHORUS-SOLUBILIZING BACTERIUM,2,OTHER
PLANTING OPERATION,2,OTHER
SOIL CONTROL CONDITION,2,OTHER
FREE-LIVING NITROGEN-FIXING AND PHOSPHATE-SOLUBILIZING MICROBES,2,OTHER
PLANT PRODUCT QUALITY,2,OTHER
ORGAN JELLY MICROHABITAT,2,OTHER
SHARK SPECIES COLLECTION,2,OTHER
SHARK FAMILY,2,OTHER
BACTERIAL MICROBIOTA,2,OTHER
INORGANIC IONS,2,OTHER
PRESERVED SAMPLE,2,OTHER
STAINED BIOLOGICAL SAMPLE,2,OTHER
VIRULENCE AND COLONIZATION GENES,2,OTHER
ADHESION-RELATED GENES,2,OTHER
SERUM RESISTANCE AND IMMUNE EVASION GENES,2,OTHER
LIPID AND FATTY ACID METABOLISM GENE,2,OTHER
OSMOPROTECTANT,2,OTHER
BIOPOLYMER SUBSTANCE,2,OTHER
GENOMIC INSTABILITY METRIC,2,OTHER
PROGNOSTIC BIOMARKER SCORE,2,OTHER
PROGNOSTIC BIOMARKER STATUS,2,OTHER
GENE EXPRESSION STATUS,2,OTHER
HUB GENES,2,OTHER
CARDIOVASCULAR DISEASE CATEGORY,2,OTHER
DISEASE CASE GROUP,2,OTHER
CLINICAL MANAGEMENT FACTOR,2,OTHER
POTENTIALLY MALIGNANT ORAL DISORDER,2,OTHER
GENDER DISTRIBUTION RATIO,2,OTHER
DEUTERATED SHORT-CHAIN FATTY ACID,2,OTHER
PHARMACOPEIAL STANDARD,2,OTHER
ADIPOCYTE HYPERTROPHY,2,OTHER
PATHOLOGICAL IMMUNE PROCESS,2,OTHER
IMMUNOFLUORESCENCE STAINING METHOD,2,OTHER
IMMUNE AGGREGATE,2,OTHER
LUPUS DISEASE MODEL,2,OTHER
DISEASE RECOVERY,2,OTHER
DRUG EFFECT MEASUREMENT,2,OTHER
PHYLUM-LEVEL MICROBIAL ABUNDANCE,2,OTHER
URINALYSIS FINDING,2,OTHER
PROPORTION OF COHORT,2,OTHER
MEDICINAL PRODUCT,2,OTHER
DNA LIBRARY PREPARATION METHOD,2,OTHER
GASTROINTESTINAL SIMULATION,2,OTHER
ACID TOLERANCE MEASUREMENT,2,OTHER
GASTRIC TOLERANCE MEASUREMENT,2,OTHER
CELL GROWTH MEASUREMENT,2,OTHER
BACTERIAL TAXA BIOMARKER,2,OTHER
INVASIVE PLANT GROWTH FORM,2,OTHER
ALTITUDE RANGE,2,OTHER
INVADED VEGETATION PLOT,2,OTHER
UNINVADED VEGETATION PLOT,2,OTHER
BOTANICAL IDENTIFICATION METHOD,2,OTHER
ECOLOGICAL QUANTIFICATION METRIC,2,OTHER
SOIL MICROBIAL ACTIVITY,2,OTHER
SOIL GAS EMISSION,2,OTHER
INVASIVE SPECIES CONTROL,2,OTHER
INVASIVE SPECIES THREAT,2,OTHER
MEDIATOR VARIABLES,2,OTHER
INSTRUMENTAL VARIABLE QUALITY,2,OTHER
MEDIATION ANALYSIS STEP,2,OTHER
ALLERGEN EXPOSURE TREATMENT,2,OTHER
LIPID OXIDATION PRODUCT,2,OTHER
AMINO ACID METABOLITE MEASUREMENT,2,OTHER
DIETARY COMPOSITION ABNORMALITY,2,OTHER
MOUSE MODEL WITHOUT MICROBIOTA,2,OTHER
STEROL ESTER,2,OTHER
HUMAN CORNEAL EPITHELIAL CELL LINE,2,OTHER
CURATION METHOD,2,OTHER
REFERENCE GENE EXPRESSION,2,OTHER
PROTEIN INHIBITOR,2,OTHER
OCULAR ORGAN,2,OTHER
LIPID AND PROTEIN INHIBITOR,2,OTHER
SIGNALING LIPIDS,2,OTHER
EPITHELIAL REPAIR IMPAIRMENT,2,OTHER
TISSUE REPAIR CAPACITY,2,OTHER
ENDOCANNABINOID LIPID MEDIATOR CLASS,2,OTHER
OXYGENATED LIPID MEDIATOR CLASS,2,OTHER
NEUROPATHOLOGICAL HALLMARK,2,OTHER
CATABOLIC ENZYME,2,OTHER
ENDOCANNABINOID LIGANDS,2,OTHER
ENDOCANNABINOID SYSTEM,2,OTHER
LUNG MICROBIAL COMMUNITY,2,OTHER
IMMUNOCOMPROMISED ANIMAL MODEL,2,OTHER
METABOLOMICS DATA ANALYSIS SOFTWARE,2,OTHER
VIRAL BURDEN MEASUREMENT,2,OTHER
GEOGRAPHIC PARAMETER,2,OTHER
SIZE SELECTION INSTRUMENT,2,OTHER
HOST-MICROBE SYMBIOTIC SYSTEM,2,OTHER
APPLICATION PROPERTY,2,OTHER
DEEP-SEA SPONGE SPECIES,2,OTHER
DEEP-SEA SPONGE,2,OTHER
TAXONOMIC CLASS,2,OTHER
COVERAGE ESTIMATION SOFTWARE,2,OTHER
BIOSYNTHETIC GENE CLUSTER DETECTION,2,OTHER
SEQUENCE CLUSTERING ANALYSIS,2,OTHER
SIMILARITY SCORE RANGE,2,OTHER
COMPARATIVE GENOMICS ANALYSIS,2,OTHER
BIOSYNTHETIC GENE CLUSTER DATASET,2,OTHER
BIOSYNTHETIC GENE CLUSTER CLASS,2,OTHER
BACTERIAL IMMUNE SYSTEM,2,OTHER
SCAN RATE PARAMETERS,2,OTHER
PRECURSOR PARAMETER,2,OTHER
SAMPLE VARIABILITY MEASURE,2,OTHER
BINARY SOLVENT MIXTURE,2,OTHER
METABOLOMIC FEATURE COUNT,2,OTHER
SAMPLE PREPARATION CONSISTENCY MEASURE,2,OTHER
METABOLOMIC ENTITY,2,OTHER
METABOLITE OF THERAPEUTIC AGENT,2,OTHER
SAMPLE REGION VARIANT,2,OTHER
IMMUNOMETABOLITE,2,OTHER
TAXONOMIC CLASSIFIERS,2,OTHER
K-MER-BASED TAXONOMIC PROFILER,2,OTHER
INTEGRATIVE TAXONOMIC PROFILING APPROACH,2,OTHER
SOFTWARE MAINTAINERS,2,OTHER
METABOLIC PROFILE CHARACTERISTIC,2,OTHER
MATRIX COMPONENT,2,OTHER
NOISE LEVEL RANGE,2,OTHER
OMICS DATA BLOCK,2,OTHER
MODEL PHENOMENON,2,OTHER
RENAL FUNCTION IMPROVEMENT,2,OTHER
METABOLIC WASTE PRODUCTS,2,OTHER
PHYSIOLOGICAL PARAMETER LEVEL,2,OTHER
MARKER OF MALNUTRITION,2,OTHER
RENAL CONDITION,2,OTHER
CARDIAC EVENT,2,OTHER
EXPLORATORY ASSESSMENT,2,OTHER
PROSPECTIVE OBSERVATIONAL STUDY,2,OTHER
HISTOPATHOLOGICAL EXAMINATION METHOD,2,OTHER
HISTOPATHOLOGICAL EXAMINATION,2,OTHER
T LYMPHOCYTE POPULATION,2,OTHER
ASSEMBLY-BASED SEQUENCING METHOD,2,OTHER
MICROBIAL PATHOGENIC DETERMINANT,2,OTHER
CLUSTERING VISUALIZATION SOFTWARE,2,OTHER
MODEL OPTIMIZATION PROCESS,2,OTHER
HYPERPARAMETER OPTIMIZATION SOFTWARE,2,OTHER
CAUSAL MODEL,2,OTHER
CAUSAL INFERENCE SOFTWARE,2,OTHER
COMPOSITE INDEX,2,OTHER
POWER ANALYSIS METRIC,2,OTHER
COMPUTATIONAL NORMALIZATION METHOD,2,OTHER
DATA PREPROCESSING PROCEDURE,2,OTHER
GENE NETWORK STRUCTURE,2,OTHER
COMPOSITE RISK SCORE,2,OTHER
PREDICTIVE GENE SIGNATURE,2,OTHER
CROSS-COHORT CONSISTENCY,2,OTHER
FUNCTIONAL ELEMENT,2,OTHER
FRUIT METABOLITE ACCUMULATION,2,OTHER
STERILISING AGENT,2,OTHER
STERILISATION METHOD,2,OTHER
CONTROL SOLVENT,2,OTHER
SPERMIDINE BIOSYNTHESIS ENZYME,2,OTHER
VITAMIN BIOSYNTHESIS ENZYME,2,OTHER
CLINICAL OUTCOME PREDICTION VALUE,2,OTHER
AGE-STRATIFIED PATIENT SUBGROUP,2,OTHER
PATIENT PHYSIOLOGICAL CHARACTERISTIC,2,OTHER
MICROBIAL DIVERSITY EXPANSION,2,OTHER
WEIGHT CLASSIFICATION CATEGORY,2,OTHER
ORAL BIOFILM SPECIMEN,2,OTHER
ORAL SAMPLE FROM STUDY POPULATION,2,OTHER
BACTERIAL GENUS IN ORAL SAMPLE,2,OTHER
BACTERIAL GENUS IN ORAL SAMPLES,2,OTHER
ZINC TRANSPORTER GENE FAMILY,2,OTHER
CELLULAR METAL ION BALANCE,2,OTHER
CELLULAR METAL ION CONCENTRATION,2,OTHER
SIGNALING DEFECT,2,OTHER
CELLULAR ORGANELLE ABUNDANCE,2,OTHER
IMMUNE RESPONSE IMPAIRMENT,2,OTHER
CELLULAR QUANTIFICATION,2,OTHER
ZINC CHELATOR,2,OTHER
CELL POPULATION CLUSTERS,2,OTHER
ANTIMICROBIAL DEFICIENCY,2,OTHER
COMPUTATIONAL METABOLIC MODELS,2,OTHER
BUTYRATE ANALOG,2,OTHER
ZINC TRANSPORTER PROTEINS,2,OTHER
METAL DEFICIENCY STATE,2,OTHER
METAL HOMEOSTASIS RESPONSE,2,OTHER
METAL ABUNDANCE,2,OTHER
METAL HOMEOSTASIS DISORDER,2,OTHER
BACTERIAL METABOLIC DEFICIENCY,2,OTHER
TRAUMA EXPOSURE METRICS,2,OTHER
VIOLENCE EXPOSURE MEASURE,2,OTHER
MICROBIAL STRAIN OR SPECIES,2,OTHER
TRANSGENIC ANTIGEN,2,OTHER
PREPARED NUCLEIC ACID SAMPLE,2,OTHER
PATIENT MICROBIOME,2,OTHER
COMBINED CANCER TREATMENT,2,OTHER
GENOMIC CHARACTERIZATION,2,OTHER
HORMONE-RESPONSIVE BREAST CANCER SUBTYPE,2,OTHER
MICROBIAL GENE SET,2,OTHER
ENDOCRINE THERAPY AGENT,2,OTHER
COMBINED CHEMOTHERAPY AND ENDOCRINE THERAPY,2,OTHER
HISTOLOGICAL SLIDE,2,OTHER
PROGNOSTIC SCORE THRESHOLD,2,OTHER
PATIENT COHORT AFTER THERAPY,2,OTHER
PATIENT COHORTS AT BASELINE,2,OTHER
PROGNOSTIC TEST,2,OTHER
TREATMENT OUTCOMES,2,OTHER
AMINO-ACID METABOLISM GENES,2,OTHER
ENVIRONMENTAL CONDITION RANGE,2,OTHER
MOLECULAR TAGS,2,OTHER
GENOMIC ANALYSIS RESULT,2,OTHER
HEMOLYSIN TOXIN,2,OTHER
BIOCHEMICAL CHARACTERISTICS,2,OTHER
HEPATIC CYTOKINE LEVEL,2,OTHER
HEPATIC INFLAMMASOME COMPONENT LEVEL,2,OTHER
HEPATIC GROWTH FACTOR LEVEL,2,OTHER
HEPATIC ENZYME MARKER LEVEL,2,OTHER
INFLAMMASOME COMPONENT CONCENTRATION,2,OTHER
LIVER ENZYME CONCENTRATION,2,OTHER
HEPATIC DISEASE PROCESS,2,OTHER
PHARMACOLOGICAL RESPONSE,2,OTHER
HUMAN DRUG DOSING REGIMEN,2,OTHER
PROFIBROTIC CYTOKINE,2,OTHER
NON-MICROBIAL BIOSTIMULANT,2,OTHER
INSOLUBLE PHOSPHATE SOURCE,2,OTHER
PH AMENDMENT,2,OTHER
PHOSPHATE SOLUBILIZING BACTERIUM,2,OTHER
BACTERIAL INOCULATION METHOD,2,OTHER
DNA SEQUENCING SERVICE,2,OTHER
INOCULATION SOLUTION SUPPLEMENT,2,OTHER
SELECTION STRATEGY,2,OTHER
PLANT TREATMENT CONTROL,2,OTHER
SOLUBILIZATION LEVEL,2,OTHER
ENERGY EXPENDITURE MEASUREMENT DEVICE,2,OTHER
GLUCOSE HOMEOSTASIS ASSAY,2,OTHER
MICROBIAL SPECIES ABUNDANCE,2,OTHER
CELL DATA,2,OTHER
TRUE STOMACH COMPARTMENT,2,OTHER
SAMPLE IDENTIFIER SEQUENCE,2,OTHER
SEQUENCING METHOD COMPARISON,2,OTHER
SEQUENCING DATA AND CLINICAL STATUS,2,OTHER
MICROBIOTA-METABOLIC ASSOCIATION,2,OTHER
ANTHROPOMETRIC CONDITION,2,OTHER
HEALTH ASSOCIATION,2,OTHER
ORAL INFECTION SITE,2,OTHER
ANATOMICAL ROUTE,2,OTHER
METHODOLOGICAL IMPROVEMENTS,2,OTHER
DRUG-INDUCED CARDIAC PATHOLOGY,2,OTHER
ABERRANT METABOLIC PROCESS,2,OTHER
PROTEIN-COFACTOR COMPLEX,2,OTHER
TARGET VALIDATION TECHNIQUE,2,OTHER
ISOFLAVONE GLUCOSIDE,2,OTHER
ACE INHIBITOR,2,OTHER
ABERRANT PROTEIN EXPRESSION PATTERN,2,OTHER
HUMAN PATIENT POPULATION,2,OTHER
PROTEIN-COFACTOR INTERACTION,2,OTHER
ORAL DYSBIOSIS,2,OTHER
GASTROINTESTINAL HEMORRHAGE,2,OTHER
PROTEIN FAMILY DATABASE,2,OTHER
METABOLIC AND IMMUNE DYSFUNCTION,2,OTHER
SURGICAL EMERGENCY CONDITION,2,OTHER
ANAEROBIC ORAL BACTERIUM,2,OTHER
BENEFICIAL GUT COMMENSAL BACTERIUM,2,OTHER
PARASITIC ENZYME GENE,2,OTHER
PARASITE PATHOGENIC TRAIT,2,OTHER
APICOMPLEXAN PARASITE,2,OTHER
CELL LINE TYPE,2,OTHER
ANTIMICROBIAL DOSE,2,OTHER
PARASITE DEVELOPMENTAL OUTCOMES,2,OTHER
MICROBIOTA RECONSTITUTION INTERVENTION,2,OTHER
PARASITE DEVELOPMENTAL FAILURE,2,OTHER
I. BUTYRICIPRODUCENS-TREATED GROUP AT SPECIFIC TIMEPOINT,2,OTHER
CULTURE SUPERNATANT-TREATED GROUP,2,OTHER
I. BUTYRICIPRODUCENS-TREATED GROUP,2,OTHER
PARASITIC DEVELOPMENTAL ABNORMALITY,2,OTHER
PARASITIC REPRODUCTIVE OUTPUT,2,OTHER
PARASITIC INVASION PROCESS,2,OTHER
POULTRY DIGESTIVE ORGAN,2,OTHER
PROBE-BASED RESISTANCE GENE CAPTURE PLATFORM,2,OTHER
EXPERIMENTAL TREATMENT CATEGORY,2,OTHER
ANTICOCCIDIAL INTERVENTION,2,OTHER
ANTICOCCIDIAL TREATMENT,2,OTHER
GENETIC ELEMENT COUNT,2,OTHER
VANCOMYCIN RESISTANCE GENE CLUSTER,2,OTHER
SPECTINOMYCIN RESISTANCE GENE,2,OTHER
LINCOMYCIN RESISTANCE GENE,2,OTHER
TREATMENT GROUP SAMPLE TYPE,2,OTHER
TARGETED RESISTANCE GENE CAPTURE METHOD,2,OTHER
PLASMIDS,2,OTHER
EARLY-LIFE EVENT,2,OTHER
OBSERVED CHANGES,2,OTHER
ANTIBIOTIC RESISTANCE GENE POOL,2,OTHER
SELECTIVE PRESSURE MECHANISM,2,OTHER
PATHOGENIC ENTITIES,2,OTHER
DEMENTIA SEVERITY ASSESSMENT,2,OTHER
COGNITIVE FUNCTION ASSESSMENT,2,OTHER
NEUROPATHOLOGICAL STAGING,2,OTHER
COGNITIVE DECLINE MEASURE,2,OTHER
ALKYLATING REAGENT,2,OTHER
COMPENSATORY MECHANISM,2,OTHER
SYSTEMIC EXPOSURE,2,OTHER
CENTRAL NERVOUS SYSTEM IMMUNE ACTIVATION,2,OTHER
INFLAMMATORY SUPPRESSION,2,OTHER
BIOACTIVE BLEND,2,OTHER
COOLING AGENT,2,OTHER
AMYLOID BETA BINDING PROTEIN,2,OTHER
AMYLOID BETA CLEARANCE PROTEIN,2,OTHER
AMYLOID-BETA TRANSPORTER,2,OTHER
MICROGLIAL ACCUMULATION,2,OTHER
ENVIRONMENTAL SURVEILLANCE STUDY,2,OTHER
TRANSMISSION INFERENCE SOFTWARE,2,OTHER
ECOLOGICAL NICHE CLASSIFICATION,2,OTHER
PRE-PATIENT INTRODUCTION SAMPLES,2,OTHER
METAL COMPOUND,2,OTHER
BIOCIDE RESISTANCE GENE,2,OTHER
TIGECYCLINE RESISTANCE GENE,2,OTHER
VIRULENCE-ASSOCIATED RESISTANCE PHENOTYPE,2,OTHER
HOSPITAL SAMPLE LOCATION,2,OTHER
TRUFFLE SPECIES AND PROVENANCE,2,OTHER
GEOGRAPHIC PROVENANCE,2,OTHER
ENVIRONMENTAL MANAGEMENT GOAL,2,OTHER
FUNGAL FRUITING BODY SURFACE,2,OTHER
STATISTICAL COMPARISON METRIC,2,OTHER
ECOLOGICAL SELECTION,2,OTHER
GENE ABUNDANCE DIFFERENCE,2,OTHER
TRUFFLE SPECIES GROUP,2,OTHER
GEOGRAPHICAL AND TAXONOMIC CONTEXT,2,OTHER
COMPARATIVE CONTEXT,2,OTHER
PATIENT GROUP STATE,2,OTHER
LIPID-LOWERING INTERVENTION,2,OTHER
VASODILATOR MEDICATION,2,OTHER
ENZYME DERIVED FROM ESCHERICHIA COLI,2,OTHER
CELLULAR ASSEMBLY PROCESS,2,OTHER
PHYSIOLOGICAL DEFENSE PROPERTY,2,OTHER
CHEMICAL CROSS-LINKER,2,OTHER
TYPE 2 CYTOKINES,2,OTHER
MODIFIED DISACCHARIDE,2,OTHER
PROTEIN-MUCIN INTERACTION,2,OTHER
BACTERIAL CELL PROPERTY,2,OTHER
LECTIN ANTIMICROBIAL ACTIVITY,2,OTHER
LIPOSOME PROPERTY,2,OTHER
LECTIN-SUBSTRATE INTERACTION,2,OTHER
MUCOSAL GLYCOPROTEIN,2,OTHER
OLIGONUCLEOTIDE SEQUENCE TAG,2,OTHER
SENESCENCE BIOMARKER,2,OTHER
AGED KNOCKOUT MOUSE MODEL,2,OTHER
AGE-BASED COMPARISON,2,OTHER
INKT CELL MARKER,2,OTHER
AGE-RELATED PATHOLOGY,2,OTHER
EX VIVO PERTURBATION,2,OTHER
TNFΑ-INDUCED EFFECT,2,OTHER
TISSUE SAMPLE WITH TREATMENT,2,OTHER
AGE-RELATED INTESTINAL DYSFUNCTION,2,OTHER
COBALAMIN COMPOUND,2,OTHER
POTWORM ORGANISM,2,OTHER
BACTERIAL STRAIN WITH FLUORESCENT MARKER,2,OTHER
BACTERIAL CELL-WALL COMPONENT,2,OTHER
DON-INDUCED CLINICAL PHENOTYPE,2,OTHER
INTESTINAL STRUCTURE AND FUNCTION,2,OTHER
PATTERN RECOGNITION RECEPTOR GENE,2,OTHER
IMMUNE-MEDIATED SYSTEMIC DISORDER,2,OTHER
SOCIAL CONSEQUENCE,2,OTHER
VISUAL STIMULUS,2,OTHER
VISUAL STIMULUS CONDITION,2,OTHER
STIMULUS PRESENTATION PARAMETER,2,OTHER
INSECT PEST LIFE STAGE,2,OTHER
FUNGAL SPORE VIABILITY METRIC,2,OTHER
INSECT BODY REGION,2,OTHER
FUNGAL TREATMENT CONDITION,2,OTHER
INSECT HOST SEX,2,OTHER
HOST SURVIVAL DURATION,2,OTHER
SHORT-LIVED UNTREATED INSECT HOST,2,OTHER
INFECTED TREATED INSECT HOST,2,OTHER
PLANT PATHOGENIC ORGANISM,2,OTHER
FUNGAL INFECTION TYPE,2,OTHER
PEST CONTROL OUTCOME,2,OTHER
IMMUNE CELL LEVEL MEASUREMENT,2,OTHER
SEROTONIN PRECURSOR,2,OTHER
BEHAVIORAL STRESSOR,2,OTHER
CYTOKINE COMBINATION,2,OTHER
BACTERIAL COMPONENT CLASS,2,OTHER
IMMUNE AND INFLAMMATORY PROCESS,2,OTHER
RADIATION-INDUCED NEUROLOGICAL DYSFUNCTION,2,OTHER
RADIATION-INDUCED PATHOLOGICAL STATE,2,OTHER
MICROBIAL INOCULANTS,2,OTHER
PRECEDING CROP,2,OTHER
EXPERIMENTAL SOIL CONDITION,2,OTHER
PLANT AND SOIL PROPERTIES,2,OTHER
AMMONIA OXIDATION GENE,2,OTHER
PLANT MORPHOLOGICAL CHARACTERISTICS,2,OTHER
PLANT PHYSIOLOGICAL COST,2,OTHER
PLANT SUCCESSION PHENOTYPE,2,OTHER
PLANT BIOMASS QUALITY,2,OTHER
CROP ROTATION SYSTEM WITH INOCULATION,2,OTHER
PLANT GROWTH-PROMOTING RHIZOBACTERIUM APPLICATION,2,OTHER
MICROBIAL SPECIES CLUSTERS,2,OTHER
ENZYMATIC PATHWAYS,2,OTHER
ENZYMATIC BRANCHES,2,OTHER
SELECTIVE FORCE,2,OTHER
METABOLITE COMPOSITION RESTORATION,2,OTHER
CELLULAR OXIDATIVE BALANCE,2,OTHER
INTEGRATED IMMUNE-METABOLIC PROCESS,2,OTHER
DATA ANALYSIS TOOL,2,OTHER
PHYTOALEXIN METABOLITE,2,OTHER
PROTEIN ARRAY ASSAY,2,OTHER
AMPLIFICATION OUTPUT,2,OTHER
PRO-INFLAMMATORY POLYSACCHARIDE,2,OTHER
IMMUNOLOGICAL FEATURES,2,OTHER
IMMUNE CELL SURFACE MARKER EXPRESSION,2,OTHER
PAIN RESPONSE,2,OTHER
LOCOMOTOR MEASUREMENT,2,OTHER
PAIN-RELATED PHENOTYPE,2,OTHER
NEURAL PROJECTION,2,OTHER
SEROTONIN RECEPTOR FAMILY,2,OTHER
NEUROENDOCRINE MODULATION,2,OTHER
MUCOSAL PATHOLOGICAL FEATURE,2,OTHER
STEM CELL SELF-RENEWAL,2,OTHER
GOBLET CELL MARKER,2,OTHER
ENTEROENDOCRINE CELL MARKER,2,OTHER
TRYPTOPHAN METABOLITE LEVEL,2,OTHER
TREATMENT IN MICROBIOTA-DEPLETED MICE,2,OTHER
LONG-TERM PHARMACOLOGICAL TREATMENT,2,OTHER
PHARMACOLOGICAL AGENT TYPE,2,OTHER
CELLULAR ORIGIN,2,OTHER
SIGNALING PATHWAY AND CELLULAR DIFFERENTIATION PROCESS,2,OTHER
TEMPORAL METRICS,2,OTHER
CHROMERID LINEAGE,2,OTHER
PARTIAL PLASTID GENOME SEQUENCE,2,OTHER
RESEARCH INQUIRY,2,OTHER
PARASITIC PROTISTAN GROUP,2,OTHER
FRESHWATER MICROBIALITE ENVIRONMENT,2,OTHER
GENETIC SEQUENCES,2,OTHER
MICROBIAL GROWTH FORM,2,OTHER
FETAL INTESTINAL MATERIAL,2,OTHER
FETAL ENVIRONMENT,2,OTHER
MULTI-EXPOSURE SCENARIO,2,OTHER
CO-EXPOSURES,2,OTHER
COMPOSITE EXPOSURE AND MICROBIAL COMMUNITY,2,OTHER
MIXED-EXPOSURE ANALYSIS METHOD,2,OTHER
ENVIRONMENTAL EXPOSURE MEASUREMENT,2,OTHER
MATERNAL BEHAVIORAL EXPOSURE,2,OTHER
MATERNAL INFECTION STATUS,2,OTHER
MATERNAL PRENATAL CO-EXPOSURE PATTERNS,2,OTHER
PSYCHOLOGICAL DISTRESS INDICATORS,2,OTHER
NEURODEVELOPMENTAL ASSESSMENT SCORE,2,OTHER
NEUROANATOMICAL FEATURE,2,OTHER
CAUSAL INFERENCE PROPERTY,2,OTHER
COMBINED ENVIRONMENTAL AND PSYCHOLOGICAL EXPOSURE,2,OTHER
OSTEOGENIC PROCESS,2,OTHER
R PACKAGE FOR MICROBIOME ANALYSIS,2,OTHER
CLINICAL DATA COMPARISON,2,OTHER
ONCOGENIC SIGNALING PATHWAY,2,OTHER
MULTIFACTORIAL DISEASE CONTRIBUTORS,2,OTHER
CHRONIC NEUROINFLAMMATORY DISEASE,2,OTHER
DYSBIOTIC MICROBIOME CHARACTERISTIC,2,OTHER
EXPERIMENTAL NEUROLOGICAL DISEASE MODEL,2,OTHER
HEPATIC AND INTESTINAL PATHOLOGY,2,OTHER
HIGH-FAVA BEAN DIETARY TREATMENT,2,OTHER
TISSUE LIPID,2,OTHER
BACTERIAL ENDOTOXIN ACTIVITY,2,OTHER
AQUACULTURE TECHNIQUE,2,OTHER
LIPID LEVELS,2,OTHER
NETWORK INTEGRATION STRATEGY,2,OTHER
VALIDATION RESOURCE,2,OTHER
DISEASE CONTROL TREATMENT,2,OTHER
CONSTRAINT-BASED NETWORK INFERENCE METHOD,2,OTHER
NETWORK EDGE FILTERING,2,OTHER
NETWORK ELEMENTS,2,OTHER
RESAMPLED DATASET,2,OTHER
CONSENSUS METHOD,2,OTHER
PATIENT POPULATION WITH FATAL OUTCOME,2,OTHER
PATIENT POPULATION WITH FAVORABLE OUTCOME,2,OTHER
CHEMOKINE RECEPTOR GENE,2,OTHER
INFECTED ANTIBIOTIC-TREATED MOUSE MODEL,2,OTHER
MICROBIOTA-DERIVED FACTORS,2,OTHER
INFECTED WILD-TYPE MOUSE MODEL,2,OTHER
APOPTOTIC TARGET CELLS,2,OTHER
IMMUNE CELL DEVELOPMENT AND FUNCTION,2,OTHER
SIGNALING PATHWAY IN SPECIFIC CELL TYPE,2,OTHER
NON-ENVELOPED VIRUS,2,OTHER
TISSUE ATROPHY,2,OTHER
HEALTH MAINTENANCE PROCESS,2,OTHER
QUANTITATIVE MEASURE OF VIRUS,2,OTHER
METABOLIC STATE ALTERATION,2,OTHER
ACCLIMATION PERIOD,2,OTHER
CONTACT SENSITIZER,2,OTHER
UREA CYCLE INTERMEDIATE,2,OTHER
DERMATITIS MANIFESTATION,2,OTHER
HUMAN DISEASE POPULATION,2,OTHER
TISSUE REPAIR OUTCOME,2,OTHER
FERMENTED FRUIT PRODUCT,2,OTHER
FERMENTED SOY PRODUCT,2,OTHER
NON-FERMENTED BEVERAGE,2,OTHER
FRUIT INTERVENTION,2,OTHER
HEMATOLOGICAL TEST,2,OTHER
DIAGNOSTIC QUESTIONNAIRE,2,OTHER
MENTAL WELL-BEING ASSESSMENT QUESTIONNAIRE,2,OTHER
NEGATIVE PREGNANCY-RELATED CLINICAL OUTCOME,2,OTHER
PREGNANCY COMPLICATION STATE,2,OTHER
SAMPLE PARAMETER,2,OTHER
DIET QUALITY ASSESSMENT METRIC,2,OTHER
DIETARY QUALITY COMPONENT,2,OTHER
NUTRITIONAL ASSESSMENT METRIC,2,OTHER
VAGINAL METABOLITE ACCUMULATION,2,OTHER
SEQUENCE DATA MATRIX,2,OTHER
THRESHOLD-INDEPENDENT METRIC,2,OTHER
NETWORK PROPERTY ALTERATION,2,OTHER
PATHWAY ANNOTATION FEATURES,2,OTHER
INTEGRATED FEATURE SET,2,OTHER
HOST NEUROENDOCRINE DYSFUNCTION,2,OTHER
DISCRIMINATIVE MICROBIAL FEATURES,2,OTHER
MACHINE LEARNING CLASSIFIER WITH METABOLIC FEATURES,2,OTHER
SIGNALING PATHWAY GENE EXPRESSION,2,OTHER
OCULAR PATHOLOGICAL STATE,2,OTHER
TEAR FILM COMPONENT,2,OTHER
PROTEIN ANNOTATION,2,OTHER
OPHTHALMIC MEDICATION,2,OTHER
MICROBIAL COMMUNITY IN DISEASE,2,OTHER
MICROBIAL COMMUNITY IN DISEASE SUBTYPE,2,OTHER
GEOGRAPHIC AND SEASONAL CONTEXT,2,OTHER
PRESERVED OPHTHALMIC MEDICATION,2,OTHER
CIRCADIAN TIMEPOINT,2,OTHER
RESEARCH PRINCIPLE,2,OTHER
NORMALIZED METABOLOMIC DATA,2,OTHER
TIME SERIES COMPONENTS,2,OTHER
CEREAL GRAIN FOOD,2,OTHER
OAT-DERIVED METABOLITES,2,OTHER
GLUCOSE METABOLISM INDEX,2,OTHER
CORRELATED VARIABLES,2,OTHER
DIETARY VARIABILITY,2,OTHER
NEUROBIOLOGICAL FEATURE,2,OTHER
SENSORY PROCESSING SYMPTOM,2,OTHER
PRIMARY OUTCOME,2,OTHER
PLANT PROPAGATION METHOD,2,OTHER
PHENOTYPIC CHARACTERIZATION METHOD,2,OTHER
METABOLIC PATHWAY TYPE,2,OTHER
META-ANALYSIS DATASET,2,OTHER
HOST DIETARY FACTOR,2,OTHER
FLUORESCENCE-BASED DNA QUANTIFICATION INSTRUMENT,2,OTHER
SEQUENCING ADAPTER SEQUENCES,2,OTHER
DIAGNOSTIC PERFORMANCE VISUALIZATION,2,OTHER
POSTOPERATIVE INFECTION,2,OTHER
